,id,host_since,city_y,property_type,log_price,review_scores_rating
3927,16308138,2015-05-17,Los Angeles,Other,4.74493212836325,97.0
19720,15581948,2015-05-17,Venice,House,4.59511985013459,99.0
18465,20329152,2015-05-18,Los Angeles,Apartment,4.941642422609304,99.0
13203,13754267,2015-05-18,Glendale,Apartment,5.220355825078324,100.0
14946,2453598,2015-05-18,Venice,Apartment,5.043425116919247,98.0
12912,21027222,2015-05-18,Glendale,Apartment,5.389071729816501,93.0
21347,13310630,2015-05-18,Los Angeles,Apartment,4.553876891600541,97.0
14353,14949548,2015-05-18,Los Angeles,Apartment,4.624972813284272,91.0
5768,9824547,2015-05-18,Los Angeles,Apartment,5.3706380281276624,70.0
1589,2778349,2015-05-18,Whittier,Townhouse,4.820281565605037,89.0
403,5762947,2015-05-18,Tarzana,House,5.700443573390688,100.0
17845,16086336,2015-05-18,Los Angeles,Apartment,5.1298987149230735,90.0
636,7106154,2015-05-18,Los Angeles,Apartment,4.382026634673881,100.0
16723,7858096,2015-05-18,Los Angeles,Apartment,4.90527477843843,94.0
13780,12156610,2015-05-18,Los Angeles,Apartment,5.579729825986222,100.0
4245,18585265,2015-05-18,Burbank,Apartment,5.010635294096256,96.0
11423,13769379,2015-05-19,Long Beach,House,4.007333185232471,91.0
11107,18102011,2015-05-19,Torrance,Apartment,5.991464547107983,93.0
4596,10115137,2015-05-19,Venice,House,6.163314804034643,86.0
20196,3709294,2015-05-19,Los Angeles,Guesthouse,4.59511985013459,97.0
8116,6304307,2015-05-19,Venice,Apartment,5.926926025970412,93.0
10047,17174288,2015-05-19,Long Beach,House,4.290459441148391,91.0
11524,8554457,2015-05-19,Los Angeles,Apartment,5.003946305945459,98.0
1169,15581663,2015-05-19,Los Angeles,Apartment,4.31748811353631,80.0
10635,20548717,2015-05-19,Beverly Hills,Apartment,4.477336814478207,99.0
4839,533152,2015-05-19,Long Beach,House,4.31748811353631,100.0
20880,20167736,2015-05-19,Venice,House,4.663439094112067,79.0
14126,15857907,2015-05-19,Los Angeles,Apartment,4.3694478524670215,100.0
17015,8105974,2015-05-19,Venice,Apartment,5.857933154483459,93.0
16391,9834617,2015-05-19,Los Angeles,Apartment,4.653960350157523,80.0
17956,5569363,2015-05-19,Venice,House,5.991464547107983,94.0
3604,47275,2015-05-19,Los Angeles,Apartment,4.934473933130692,97.0
4146,8869507,2015-05-19,Long Beach,House,4.31748811353631,89.0
11105,4791389,2015-05-19,West Hollywood,Guest suite,5.5606816310155285,99.0
10662,3764301,2015-05-19,Topanga,House,4.605170185988092,100.0
17238,11008845,2015-05-19,Los Angeles,Apartment,4.605170185988092,88.0
18976,2487851,2015-05-19,Venice,House,5.991464547107983,92.0
14768,7227492,2015-05-20,Burbank,House,4.248495242049359,96.0
15706,18787950,2015-05-20,Hermosa Beach,Apartment,4.442651256490317,95.0
361,8504666,2015-05-20,Los Angeles,House,4.174387269895637,97.0
7435,1209638,2015-05-20,Sherman Oaks,Apartment,4.007333185232471,90.0
18413,5107706,2015-05-20,Pasadena,Bungalow,4.564348191467836,99.0
21296,18999378,2015-05-20,Los Angeles,Apartment,4.442651256490317,99.0
14501,5194724,2015-05-20,Los Angeles,Condominium,4.787491742782046,92.0
9262,234394,2015-05-20,Los Angeles,Apartment,5.010635294096256,100.0
5691,13770490,2015-05-21,Gardena,Apartment,3.80666248977032,98.0
5932,13410317,2015-05-21,Los Angeles,Apartment,4.787491742782046,87.0
20469,17864579,2015-05-21,Beverly Hills,Apartment,5.17614973257383,100.0
10266,13189124,2015-05-21,Torrance,House,5.521460917862246,96.0
7849,15867759,2015-05-21,Gardena,Apartment,3.80666248977032,96.0
2263,568933,2015-05-21,Beverly Hills,Apartment,5.3706380281276624,80.0
6913,15941197,2015-05-21,Redondo Beach,Townhouse,4.4998096703302615,100.0
9155,20553159,2015-05-21,Los Angeles,Apartment,3.4011973816621555,94.0
15959,4279041,2015-05-21,Beverly Hills,House,5.010635294096256,96.0
15692,5672288,2015-05-21,Redondo Beach,House,5.857933154483459,100.0
13415,10365342,2015-05-21,Los Angeles,House,5.857933154483459,94.0
1893,17345671,2015-05-21,Los Angeles,House,6.052089168924417,100.0
14855,10074173,2015-05-21,Beverly Hills,Villa,4.867534450455582,100.0
19817,17626994,2015-05-21,Beverly Hills,Apartment,5.3706380281276624,87.0
7525,17586450,2015-05-21,Long Beach,Apartment,5.1298987149230735,98.0
714,11582472,2015-05-21,Los Angeles,Apartment,4.262679877041316,98.0
11978,18200170,2015-05-22,Los Angeles,Apartment,4.454347296253506,90.0
4140,16837815,2015-05-22,Los Angeles,Apartment,4.691347882229144,92.0
17930,13571116,2015-05-22,Los Angeles,House,4.248495242049359,100.0
19497,5401572,2015-05-22,Los Angeles,Apartment,4.477336814478207,94.0
4906,16903645,2015-05-22,Redondo Beach,House,4.31748811353631,100.0
9405,17076210,2015-05-22,Los Angeles,Apartment,4.23410650459726,88.0
19358,7327833,2015-05-22,Los Angeles,Apartment,4.248495242049359,88.0
14863,9261523,2015-05-22,Lancaster,House,3.555348061489413,85.0
19743,10117709,2015-05-22,Los Angeles,Apartment,4.8283137373023015,97.0
12314,18214824,2015-05-22,Los Angeles,Apartment,4.859812404361672,79.0
17114,6784814,2015-05-22,Beverly Hills,Apartment,4.605170185988092,100.0
1203,6049863,2015-05-22,Venice,Guesthouse,4.8283137373023015,100.0
21569,6975715,2015-05-22,Los Angeles,Apartment,5.003946305945459,81.0
9828,9960320,2015-05-22,Los Angeles,Apartment,4.976733742420574,92.0
19470,16111812,2015-05-22,Los Angeles,Apartment,4.3694478524670215,89.0
2271,16828011,2015-05-22,Los Angeles,Apartment,5.003946305945459,96.0
17889,13301432,2015-05-22,Los Angeles,Apartment,4.934473933130692,89.0
11066,20745921,2015-05-22,Los Angeles,Apartment,5.2417470150596435,96.0
20492,7664692,2015-05-22,Los Angeles,Apartment,4.74493212836325,81.0
11739,4015907,2015-05-22,Long Beach,Apartment,3.688879454113936,100.0
12764,17437023,2015-05-22,Long Beach,House,5.416100402204419,98.0
16710,17813907,2015-05-22,Los Angeles,Apartment,4.48863636973214,87.0
12662,14759973,2015-05-22,Los Angeles,Apartment,5.003946305945459,87.0
1888,7664062,2015-05-22,Los Angeles,Apartment,5.003946305945459,98.0
13921,17499684,2015-05-22,Los Angeles,Apartment,5.2417470150596435,85.0
10194,19050152,2015-05-23,Marina Del Rey,Apartment,5.579729825986222,98.0
11594,18162965,2015-05-23,Los Angeles,Apartment,4.276666119016055,97.0
618,18652148,2015-05-23,Los Angeles,Apartment,4.59511985013459,92.0
20960,16395809,2015-05-23,Sherman Oaks,Apartment,4.4998096703302615,90.0
7639,601763,2015-05-23,Los Angeles,House,3.951243718581428,97.0
4859,16444225,2015-05-23,North Hollywood,House,5.147494476813453,92.0
16515,14430784,2015-05-23,Los Angeles,House,4.90527477843843,98.0
9183,20588210,2015-05-23,Gardena,House,3.4011973816621555,91.0
14117,20202816,2015-05-23,Los Angeles,Apartment,4.553876891600541,93.0
7074,14731531,2015-05-23,Los Angeles,Apartment,4.990432586778736,88.0
18356,20857688,2015-05-23,Los Angeles,Cabin,5.010635294096256,100.0
8366,9882522,2015-05-23,Los Angeles,Apartment,4.605170185988092,97.0
19274,10799408,2015-05-23,Los Angeles,Apartment,4.30406509320417,99.0
16752,17376781,2015-05-24,Los Angeles,Apartment,3.555348061489413,100.0
3806,20903558,2015-05-24,Redondo Beach,House,5.293304824724492,99.0
15757,16381870,2015-05-24,Santa Monica,House,4.110873864173311,99.0
11447,12156748,2015-05-24,Los Angeles,House,3.8501476017100575,96.0
13770,9463896,2015-05-24,Los Angeles,House,3.9889840465642745,95.0
16117,8487910,2015-05-24,Los Angeles,House,4.3694478524670215,94.0
1956,7082866,2015-05-24,Los Angeles,House,4.382026634673881,100.0
8787,16352082,2015-05-24,Burbank,House,4.290459441148391,95.0
7004,4155617,2015-05-24,Los Angeles,House,3.9889840465642745,95.0
5531,3105393,2015-05-24,Los Angeles,Other,4.605170185988092,95.0
21381,11223464,2015-05-24,Los Angeles,Apartment,4.605170185988092,100.0
4500,21170173,2015-05-24,Santa Monica,House,4.605170185988092,90.0
6291,14841777,2015-05-24,Los Angeles,House,3.9889840465642745,97.0
7332,3701662,2015-05-24,Los Angeles,Townhouse,5.6167710976665735,94.0
4330,12052116,2015-05-24,Long Beach,Apartment,3.912023005428147,96.0
20036,17909593,2015-05-25,Los Angeles,House,4.859812404361672,94.0
14696,12055255,2015-05-25,Los Angeles,Apartment,4.605170185988092,90.0
6783,4987822,2015-05-25,Los Angeles,House,4.442651256490317,91.0
11365,10475981,2015-05-25,Los Angeles,Apartment,3.912023005428147,97.0
13673,13278748,2015-05-25,Marina Del Rey,Apartment,5.14166355650266,97.0
20627,15954509,2015-05-25,Marina Del Rey,House,4.174387269895637,93.0
8603,16645573,2015-05-26,Porter Ranch,House,5.631211781821365,96.0
9793,15114450,2015-05-26,Pacific Palisades,House,6.1092475827643655,98.0
5807,3979611,2015-05-26,Venice,House,5.105945473900579,94.0
10447,20961073,2015-05-26,North Hollywood,Apartment,4.007333185232471,93.0
7990,7814575,2015-05-26,North Hollywood,Apartment,3.80666248977032,100.0
21196,13379421,2015-05-26,Venice,Apartment,5.1647859739235145,96.0
21323,9612260,2015-05-26,Los Angeles,Apartment,5.991464547107983,93.0
19307,19946354,2015-05-26,Venice,Apartment,5.293304824724492,100.0
2869,14339614,2015-05-27,Los Angeles,Apartment,5.187385805840755,93.0
1594,16724489,2015-05-27,Los Angeles,House,3.1780538303479458,83.0
21272,14981676,2015-05-27,Los Angeles,House,3.1780538303479458,93.0
10220,20055786,2015-05-27,Los Angeles,House,3.688879454113936,90.0
12915,187057,2015-05-27,El Segundo,House,4.68213122712422,70.0
7901,10137990,2015-05-27,Los Angeles,Apartment,3.912023005428147,92.0
9382,15533858,2015-05-27,Los Angeles,House,4.553876891600541,100.0
6560,14262627,2015-05-28,Los Angeles,House,3.6635616461296463,93.0
19185,10766309,2015-05-28,Reseda,Earth House,4.174387269895637,90.0
19001,18234572,2015-05-28,Hermosa Beach,House,4.30406509320417,100.0
16080,3562875,2015-05-28,Santa Monica,House,5.1647859739235145,96.0
2463,18856302,2015-05-28,Los Angeles,House,6.124683390894206,96.0
17830,19978555,2015-05-28,Los Angeles,Condominium,4.31748811353631,98.0
18823,4662889,2015-05-28,Torrance,House,3.8918202981106265,87.0
12175,14203955,2015-05-28,Los Angeles,House,5.416100402204419,96.0
6997,15419836,2015-05-28,Los Angeles,House,3.610917912644224,93.0
13441,7870008,2015-05-28,Los Angeles,House,3.80666248977032,100.0
4774,4787213,2015-05-28,Long Beach,Townhouse,3.7135720667043084,91.0
14522,16049215,2015-05-28,Long Beach,Townhouse,3.8918202981106265,94.0
3179,15007764,2015-05-28,Carson,House,3.912023005428147,91.0
18745,7733236,2015-05-28,Long Beach,Apartment,5.476463551931511,94.0
20460,14206639,2015-05-28,Calabasas,Townhouse,4.442651256490317,60.0
18457,16144923,2015-05-28,Torrance,House,3.970291913552122,97.0
7278,14120360,2015-05-28,Long Beach,Townhouse,4.23410650459726,97.0
17599,7646092,2015-05-28,Long Beach,House,5.187385805840755,88.0
19988,2521380,2015-05-28,Torrance,House,3.80666248977032,85.0
9995,10680391,2015-05-28,Carson,House,4.007333185232471,95.0
770,15098312,2015-05-28,Los Angeles,House,3.4011973816621555,100.0
2256,13332001,2015-05-28,Carson,House,3.912023005428147,89.0
1384,16393418,2015-05-28,Pacific Palisades,Townhouse,6.214608098422191,100.0
4702,17797691,2015-05-29,Los Angeles,Apartment,4.442651256490317,100.0
19695,6626933,2015-05-29,Los Angeles,Apartment,5.700443573390688,98.0
18680,16649149,2015-05-29,Venice,Apartment,5.66988092298052,98.0
6049,258814,2015-05-29,Los Angeles,House,3.80666248977032,100.0
18834,16490343,2015-05-29,Los Angeles,Apartment,4.48863636973214,100.0
16611,4867887,2015-05-29,Los Angeles,Apartment,5.780743515792329,95.0
14589,7583199,2015-05-29,Los Angeles,Apartment,5.293304824724492,95.0
11259,3432035,2015-05-29,Los Angeles,Loft,5.5174528964647065,94.0
9524,17789099,2015-05-29,Venice,Apartment,5.298317366548036,97.0
16461,14283546,2015-05-29,Los Angeles,Other,5.780743515792329,96.0
8565,8504708,2015-05-29,Beverly Hills,Apartment,5.278114659230517,96.0
21582,8535125,2015-05-29,Los Angeles,Apartment,4.7791234931115305,80.0
20739,16335893,2015-05-29,Los Angeles,Apartment,5.293304824724492,83.0
3556,7688956,2015-05-29,Los Angeles,Apartment,4.812184355372417,83.0
20982,6438212,2015-05-29,Venice,Apartment,4.941642422609304,80.0
19458,11082727,2015-05-29,Malibu,House,6.802394763324312,93.0
21564,7369156,2015-05-29,Encino,House,5.752572638825632,100.0
1204,2875811,2015-05-29,Los Angeles,Apartment,4.59511985013459,84.0
18043,12601973,2015-05-29,Los Angeles,Apartment,5.293304824724492,91.0
5867,5683405,2015-05-29,Los Angeles,Apartment,5.855071922202427,90.0
19153,4099964,2015-05-29,Los Angeles,Apartment,5.1298987149230735,86.0
19431,13883706,2015-05-29,Los Angeles,Apartment,4.584967478670572,62.0
20647,3281606,2015-05-29,Los Angeles,Apartment,4.934473933130692,82.0
8964,9960247,2015-05-29,Venice,Apartment,5.783825182329737,97.0
20968,17814434,2015-05-29,Los Angeles,Apartment,4.7791234931115305,78.0
18349,5480021,2015-05-29,Los Angeles,Apartment,4.174387269895637,80.0
16552,17222011,2015-05-29,Los Angeles,Apartment,4.8283137373023015,89.0
10649,4916080,2015-05-29,Los Angeles,Bungalow,5.272999558563747,100.0
10933,8552070,2015-05-30,Venice,Hut,4.23410650459726,93.0
3460,4996712,2015-05-30,Los Angeles,Apartment,4.736198448394496,85.0
14348,19360560,2015-05-30,Venice,Apartment,4.48863636973214,81.0
21779,3749971,2015-05-30,West Hills,House,3.9889840465642745,92.0
19700,13176342,2015-05-30,Venice,Apartment,4.343805421853683,92.0
13838,18373050,2015-05-30,Venice,Loft,4.343805421853683,93.0
2135,17225025,2015-05-30,Los Angeles,Apartment,4.4998096703302615,100.0
3327,4069380,2015-05-30,Los Angeles,Apartment,4.0943445622220995,98.0
15928,16558246,2015-05-30,Van Nuys,Apartment,4.343805421853683,95.0
16490,2111042,2015-05-30,West Hills,House,3.8918202981106265,96.0
7579,9976908,2015-05-30,Rowland Heights,House,3.8918202981106265,90.0
13950,18737220,2015-05-30,Tarzana,Condominium,3.58351893845611,100.0
15793,13389421,2015-05-30,Marina Del Rey,Boat,5.5174528964647065,97.0
6590,629753,2015-05-30,Venice,Apartment,4.48863636973214,87.0
11621,17378741,2015-05-30,Venice,Apartment,4.59511985013459,94.0
15671,2440044,2015-05-30,Rowland Heights,House,3.8918202981106265,90.0
8352,8342478,2015-05-30,West Hills,House,3.9889840465642745,87.0
12031,18456995,2015-05-30,Los Angeles,Apartment,4.4998096703302615,100.0
19960,6467467,2015-05-30,Venice,Loft,4.3694478524670215,90.0
14518,10786987,2015-05-30,Los Angeles,Bungalow,4.574710978503383,92.0
3396,16469637,2015-05-30,Venice,Apartment,4.48863636973214,89.0
10037,18376189,2015-05-30,Santa Monica,Condominium,5.010635294096256,100.0
21209,8970393,2015-05-30,Rowland Heights,House,4.0943445622220995,100.0
18623,7599569,2015-05-31,San Pedro,Apartment,4.07753744390572,98.0
16237,21177194,2015-05-31,Torrance,House,3.555348061489413,87.0
9375,8504036,2015-05-31,Los Angeles,Apartment,3.555348061489413,97.0
15117,2259344,2015-05-31,Los Angeles,House,4.4998096703302615,100.0
18408,7093083,2015-05-31,San Pedro,Apartment,4.59511985013459,94.0
1243,15647825,2015-05-31,Torrance,House,3.555348061489413,93.0
19016,4295573,2015-05-31,Alhambra,Apartment,5.236441962829949,100.0
3740,13430038,2015-05-31,Long Beach,Apartment,3.555348061489413,100.0
6950,7085490,2015-05-31,Torrance,House,3.555348061489413,91.0
4620,9699559,2015-05-31,Los Angeles,Apartment,4.248495242049359,100.0
8226,20990948,2015-05-31,Culver City,Condominium,3.555348061489413,80.0
5440,13894339,2015-05-31,Los Angeles,Apartment,4.0943445622220995,95.0
12933,2238435,2015-05-31,Santa Monica,Apartment,4.787491742782046,95.0
341,18276063,2015-05-31,Los Angeles,House,5.4380793089231965,100.0
15501,6669443,2015-05-31,Los Angeles,Apartment,4.0943445622220995,100.0
18368,12905264,2015-05-31,Torrance,House,3.555348061489413,99.0
1098,10405545,2015-05-31,Alhambra,Apartment,4.68213122712422,98.0
6327,16509087,2015-06-01,Los Angeles,House,6.1092475827643655,92.0
18193,17941728,2015-06-01,Torrance,House,4.477336814478207,99.0
12724,6713445,2015-06-01,Los Angeles,Apartment,4.787491742782046,96.0
2693,7653991,2015-06-01,Pasadena,Guesthouse,4.442651256490317,100.0
2576,9970036,2015-06-01,North Hollywood,Condominium,4.68213122712422,95.0
4037,11691859,2015-06-01,Los Angeles,House,5.857933154483459,95.0
3550,115748,2015-06-01,Los Angeles,Apartment,4.174387269895637,97.0
16928,65024,2015-06-01,Pasadena,Guesthouse,4.553876891600541,100.0
15832,1365140,2015-06-01,Los Angeles,Apartment,3.7135720667043084,91.0
19613,18217098,2015-06-01,Los Angeles,House,6.38856140554563,100.0
13650,12602972,2015-06-01,Los Angeles,House,4.8283137373023015,98.0
5477,20467141,2015-06-01,Malibu,House,5.181783550292085,94.0
17879,21217774,2015-06-01,Los Angeles,Apartment,4.248495242049359,90.0
20581,16001758,2015-06-01,Los Angeles,Apartment,3.7135720667043084,97.0
4708,12950608,2015-06-01,Hermosa Beach,Apartment,5.298317366548036,94.0
359,14854053,2015-06-01,Los Angeles,Bungalow,4.532599493153255,98.0
6085,9595222,2015-06-01,North Hollywood,Apartment,4.382026634673881,100.0
16621,19544404,2015-06-01,Los Angeles,Apartment,4.59511985013459,93.0
12861,10994530,2015-06-01,Los Angeles,Apartment,4.158883083359672,100.0
6621,14217987,2015-06-02,Los Angeles,House,4.31748811353631,99.0
12476,20656162,2015-06-02,Los Angeles,Apartment,3.970291913552122,98.0
18243,7876210,2015-06-02,Los Angeles,House,5.521460917862246,55.0
11577,18566816,2015-06-02,Los Angeles,House,4.867534450455582,70.0
10696,17481668,2015-06-02,Los Angeles,House,4.31748811353631,100.0
15203,5070437,2015-06-02,Los Angeles,Other,4.07753744390572,98.0
6548,13996905,2015-06-02,Lake Hughes,Cabin,4.0943445622220995,100.0
6060,3553679,2015-06-02,Lomita,Apartment,4.007333185232471,95.0
4527,3842716,2015-06-02,North Hollywood,House,4.605170185988092,98.0
5157,18686361,2015-06-02,Los Angeles,Apartment,4.941642422609304,95.0
22084,16753523,2015-06-02,Los Angeles,House,4.553876891600541,95.0
17014,21136731,2015-06-02,Los Angeles,Apartment,4.691347882229144,93.0
13035,15631361,2015-06-02,Los Angeles,Apartment,5.010635294096256,95.0
17478,3963003,2015-06-02,Los Angeles,Apartment,5.010635294096256,80.0
19999,1226155,2015-06-02,Los Angeles,House,4.248495242049359,100.0
16616,17962960,2015-06-03,Venice,House,4.007333185232471,95.0
14617,17528875,2015-06-03,Los Angeles,Apartment,5.204006687076795,100.0
15535,3585452,2015-06-03,Reseda,House,3.80666248977032,100.0
15851,1734724,2015-06-03,Los Angeles,Apartment,4.248495242049359,84.0
2434,16012267,2015-06-03,Los Angeles,Apartment,5.855071922202427,90.0
16470,11633831,2015-06-03,Los Angeles,Apartment,5.5174528964647065,100.0
13020,15297194,2015-06-03,Marina Del Rey,Apartment,4.4998096703302615,100.0
18291,9437574,2015-06-03,Los Angeles,Apartment,5.700443573390688,80.0
3570,20655934,2015-06-03,Woodland Hills,House,7.495541943884256,80.0
12160,9544410,2015-06-03,Los Angeles,Apartment,3.80666248977032,89.0
12487,9561076,2015-06-03,Los Angeles,Apartment,4.0943445622220995,88.0
9763,20849101,2015-06-03,Northridge,Guesthouse,4.356708826689592,80.0
10519,16148980,2015-06-04,Hawthorne,House,4.158883083359672,90.0
11070,9609246,2015-06-04,Van Nuys,House,4.934473933130692,98.0
13855,14763705,2015-06-04,Los Angeles,Apartment,3.9889840465642745,100.0
21108,16976980,2015-06-04,North Hollywood,House,3.871201010907892,100.0
12099,11829124,2015-06-04,Los Angeles,Bungalow,4.605170185988092,100.0
7535,6544766,2015-06-04,Covina,Townhouse,3.6375861597263857,100.0
9413,10041830,2015-06-04,Los Angeles,House,4.787491742782046,100.0
18149,9814352,2015-06-04,Los Angeles,Apartment,4.31748811353631,100.0
21238,8814166,2015-06-04,Van Nuys,Bungalow,4.189654742026425,95.0
823,14557162,2015-06-04,Sherman Oaks,Apartment,4.59511985013459,100.0
9621,3167605,2015-06-04,North Hollywood,Apartment,4.8283137373023015,99.0
20898,128036,2015-06-05,Los Angeles,House,2.995732273553992,80.0
2384,12286939,2015-06-05,Los Angeles,House,5.926926025970412,83.0
10332,19072587,2015-06-05,Los Angeles,House,5.298317366548036,94.0
8002,17632790,2015-06-05,Los Angeles,Apartment,5.293304824724492,93.0
2317,20992831,2015-06-05,Los Angeles,Loft,6.212606095751518,94.0
21583,13239241,2015-06-05,Tarzana,Apartment,4.553876891600541,94.0
20350,13153661,2015-06-05,Santa Monica,Apartment,4.605170185988092,98.0
15961,14472385,2015-06-05,Los Angeles,House,4.90527477843843,91.0
9025,16027174,2015-06-05,Pacific Palisades,House,6.214608098422191,100.0
1711,19283246,2015-06-05,Los Angeles,Apartment,4.8283137373023015,97.0
11330,10563581,2015-06-05,Los Angeles,Apartment,5.068904202220232,99.0
365,4982969,2015-06-06,Los Angeles,Apartment,4.454347296253506,99.0
19436,1545185,2015-06-06,Tarzana,House,4.59511985013459,100.0
18697,3297290,2015-06-06,Los Angeles,Apartment,5.288267030694535,93.0
9892,17718244,2015-06-06,Los Angeles,Apartment,5.153291594497778,96.0
9301,15783290,2015-06-06,Los Angeles,Apartment,3.7841896339182615,70.0
9837,2172285,2015-06-06,Los Angeles,Apartment,5.293304824724492,93.0
12929,11462720,2015-06-06,Los Angeles,House,4.007333185232471,93.0
15894,6313534,2015-06-06,Malibu,House,5.6167710976665735,100.0
16675,2785986,2015-06-06,Los Angeles,House,5.6167710976665735,83.0
12257,4896937,2015-06-06,Los Angeles,Apartment,4.653960350157523,94.0
7667,5447105,2015-06-06,Los Angeles,Apartment,4.174387269895637,97.0
3055,17626523,2015-06-06,Torrance,Other,4.248495242049359,80.0
5857,6044394,2015-06-06,Los Angeles,Apartment,4.48863636973214,99.0
11470,10089727,2015-06-06,Malibu,Villa,5.9401712527204324,89.0
13978,14250349,2015-06-06,Los Angeles,Townhouse,3.218875824868201,95.0
20944,16300686,2015-06-07,Los Angeles,Apartment,4.90527477843843,90.0
15579,14233656,2015-06-07,Glendale,House,5.488937726156687,89.0
10024,17824338,2015-06-07,Los Angeles,Guesthouse,4.8283137373023015,98.0
1201,8704666,2015-06-07,Los Angeles,Apartment,4.553876891600541,88.0
16791,2793630,2015-06-07,Los Angeles,Apartment,4.653960350157523,91.0
9213,21083374,2015-06-07,Los Angeles,Apartment,2.7080502011022096,98.0
15029,12564715,2015-06-07,Los Angeles,House,4.84418708645859,96.0
6857,19316580,2015-06-07,Los Angeles,Apartment,4.174387269895637,88.0
16278,6016496,2015-06-07,Los Angeles,Apartment,5.7899601708972535,96.0
18257,3653950,2015-06-07,Los Angeles,Apartment,5.594711379601837,90.0
6799,10220455,2015-06-07,Pasadena,Apartment,4.59511985013459,89.0
16930,16453878,2015-06-07,Los Angeles,Apartment,5.916202062607435,94.0
12159,12826068,2015-06-07,Los Angeles,House,6.618738983517219,100.0
9873,13602638,2015-06-07,Los Angeles,Apartment,4.859812404361672,87.0
7692,8758534,2015-06-07,Los Angeles,Apartment,5.988961416889862,94.0
19228,15552233,2015-06-07,Los Angeles,Apartment,5.700443573390688,98.0
2469,9136734,2015-06-07,Los Angeles,House,4.553876891600541,98.0
16548,19661845,2015-06-07,Los Angeles,House,5.6594822157596205,89.0
15343,3208188,2015-06-08,Lynwood,Apartment,3.912023005428147,81.0
21305,11205769,2015-06-08,Playa Del Rey,Apartment,5.926926025970412,98.0
21867,13914274,2015-06-08,Lynwood,Apartment,3.912023005428147,80.0
8924,14219085,2015-06-08,Los Angeles,Apartment,5.393627546352364,100.0
21345,4422234,2015-06-08,Los Angeles,Apartment,4.8828019225863715,92.0
5730,6001713,2015-06-08,Los Angeles,Apartment,3.912023005428147,97.0
20746,5366238,2015-06-08,Los Angeles,Apartment,4.653960350157523,95.0
3393,13328559,2015-06-08,Santa Clarita,House,4.07753744390572,89.0
848,8903235,2015-06-08,Marina Del Rey,Apartment,5.298317366548036,86.0
9677,13190594,2015-06-08,Lynwood,Apartment,3.912023005428147,82.0
1845,4476302,2015-06-08,Los Angeles,Apartment,3.8918202981106265,100.0
5356,15806642,2015-06-08,Los Angeles,House,5.476463551931511,88.0
12469,1821859,2015-06-08,Los Angeles,Apartment,3.49650756146648,100.0
10424,20711708,2015-06-08,La Puente,Apartment,4.4188406077965965,96.0
18634,3655131,2015-06-09,Glendale,House,4.204692619390967,98.0
14143,18288774,2015-06-09,Venice,Cabin,5.010635294096256,95.0
14154,8209055,2015-06-09,Los Angeles,House,4.3694478524670215,100.0
6750,15147515,2015-06-09,Palos Verdes Peninsula,House,4.8283137373023015,97.0
10167,2536255,2015-06-09,Santa Clarita,House,3.8918202981106265,100.0
15241,4347219,2015-06-09,Santa Monica,House,4.4998096703302615,96.0
9316,8170864,2015-06-09,Los Angeles,Apartment,3.7841896339182615,97.0
16978,8474340,2015-06-09,Los Angeles,House,5.1298987149230735,98.0
17099,15297153,2015-06-09,Los Angeles,House,6.204557762568692,93.0
1055,12088252,2015-06-09,Los Angeles,House,4.382026634673881,99.0
15638,285447,2015-06-10,Sherman Oaks,Apartment,4.787491742782046,96.0
1066,14088971,2015-06-10,Redondo Beach,House,4.4998096703302615,95.0
21061,11436980,2015-06-10,Los Angeles,Apartment,4.59511985013459,90.0
9548,11462944,2015-06-10,Los Angeles,Condominium,4.59511985013459,87.0
152,11679583,2015-06-10,Los Angeles,House,5.043425116919247,100.0
9921,9877055,2015-06-10,San Pedro,Apartment,4.3694478524670215,100.0
11732,10746762,2015-06-10,Sherman Oaks,Apartment,3.912023005428147,83.0
15957,7277180,2015-06-10,Los Angeles,Apartment,4.465908118654584,80.0
1338,3113083,2015-06-10,Pasadena,House,5.288267030694535,88.0
1726,16839733,2015-06-10,Los Angeles,House,5.135798437050261,97.0
604,4813832,2015-06-10,Long Beach,House,4.31748811353631,99.0
18279,16457121,2015-06-10,Gardena,Townhouse,4.442651256490317,100.0
3,17423675,2015-06-11,Hermosa Beach,House,5.010635294096256,97.0
18121,19488718,2015-06-11,Malibu,Yurt,4.795790545596741,98.0
20925,5272750,2015-06-11,Los Angeles,Apartment,4.691347882229144,100.0
19430,11601634,2015-06-11,West Hollywood,House,4.7791234931115305,96.0
15864,8866894,2015-06-11,Los Angeles,Loft,4.8283137373023015,100.0
2094,12087402,2015-06-11,Redondo Beach,House,5.247024072160486,93.0
21683,13080685,2015-06-11,Los Angeles,House,5.003946305945459,100.0
5149,9905129,2015-06-11,Los Angeles,Apartment,4.356708826689592,92.0
4928,2507300,2015-06-11,Los Angeles,Apartment,3.9889840465642745,100.0
7304,7841464,2015-06-11,Malibu,House,4.700480365792417,99.0
3917,17749969,2015-06-11,West Hollywood,Apartment,5.0751738152338275,100.0
8117,21054490,2015-06-11,Avalon,Condominium,6.052089168924417,100.0
5111,15986090,2015-06-11,Inglewood,Townhouse,4.31748811353631,100.0
15805,21020089,2015-06-12,Rowland Heights,House,3.688879454113936,80.0
14071,14856656,2015-06-12,Brea,Villa,4.382026634673881,20.0
18796,4925003,2015-06-12,Los Angeles,Apartment,5.0751738152338275,98.0
7920,17478285,2015-06-12,Rowland Heights,House,3.912023005428147,60.0
